baily,constellation,member_type,seq,latin,english,caption
836,CMa,unformed,1,Quae a septentrione capite canis,The one north of the Dog's head,
837,CMa,unformed,2,Australissima de quatuor quae sunt sub posterioribus pedibus quasi ad rectam lineam,"The southernmost of the four below the hind feet, almost in a straight line",
838,CMa,unformed,3,Borealior hac,The one more northern than it,
839,CMa,unformed,4,Borealior adhuc ista,The one more northern still,
840,CMa,unformed,5,Reliqua et borealior de quatuor,The remaining and most northern of the four,
841,CMa,unformed,6,Praecedens de tribus quae sunt ad occasum rerum istarum quatuor quasi ad rectam lineam,"The preceding of the three west of those four, almost in a straight line",
842,CMa,unformed,7,Media ipsarum,The middle of them,
843,CMa,unformed,8,Sequens de tribus,The following of the three,
844,CMa,unformed,9,Sequens de duabus splendidis quae sunt sub istis,The following of the two bright ones below them,
845,CMa,unformed,10,Praecedens ipsarum,The preceding of them,
846,CMa,unformed,11,Reliqua et australior supradictis,"The remaining one, more southern than those above",
847,CMi,figure,1,Quae in collo,The one in the neck,The star in the Little Dog's neck — Gomeisa
848,CMi,figure,2,Fulgens quae est in posterioribus et vocatur Procyon,"The bright one in the hindquarters, called Procyon","The bright star in the hindquarters — Procyon, herald of Sirius"
849,Arg,figure,1,Praecedens duarum quae sunt in extremitate navis,The preceding of the two at the ship's end,The western star of the pair at the ship's stern-end
850,Arg,figure,2,Sequens earum,The following of them,The eastern star of the stern-end pair
851,Arg,figure,3,Borealior duarum contiguarum quae sunt supra scutulum in puppi,The more northern of the two close together above the little shield in the stern,The northern of the close pair above the stern's little shield
852,Arg,figure,4,Australior ipsarum,The more southern of them,The southern of that close pair
853,Arg,figure,5,Praecedens istarum,The one preceding them,The star just west of the shield pair
854,Arg,figure,6,Splendida quae est in medio scutulo,The brilliant one in the middle of the little shield,The brilliant boss in the middle of the little shield
855,Arg,figure,7,Praecedens de tribus quae sunt sub scutulo,The preceding of the three below the little shield,The western star of the three below the shield
856,Arg,figure,8,Sequens ipsarum,The following of them,The eastern star of those three
857,Arg,figure,9,Media de tribus,The middle of the three,The middle star of those three
858,Arg,figure,10,Quae in χηνίσκου sive anserculo est,"The one in the cheniskos, or the little goose",The goose-head ornament at the sternpost — the cheniskos
859,Arg,figure,11,Borealior duarum quae sunt in carina puppis,The more northern of the two in the keel of the stern,The northern star of the stern keel's pair
860,Arg,figure,12,Australior ipsarum,The more southern of them,The southern star of the stern keel
861,Arg,figure,13,Borealior earum quae sunt in foris puppis,The more northern of those in the deck of the stern,The northern star in the stern's deck
862,Arg,figure,14,Praecedens de tribus quae deinceps sunt,The preceding of the three next in order,The western star of the deck trio
863,Arg,figure,15,Media ipsarum,The middle of them,The middle star of the deck trio
864,Arg,figure,16,Sequens de tribus,The following of the three,The eastern star of the deck trio
865,Arg,figure,17,Splendida quae istas in foris sequitur,"The brilliant one following them, on the deck",The brilliant star east along the deck
866,Arg,figure,18,"Praecedens de duabus obscuris, quae sunt sub splendida",The preceding of the two dim ones below the brilliant one,The western of the two dim stars below the brilliant deck star
867,Arg,figure,19,Sequens ipsarum,The following of them,The eastern of those dim two
868,Arg,figure,20,Praecedens de duabus quae sunt supra splendidam dictam,The preceding of the two above the said brilliant one,The western of the pair above the brilliant deck star
869,Arg,figure,21,Sequens ipsarum,The following of them,The eastern of that upper pair
870,Arg,figure,22,Borealis de tribus quae sunt in scutulis et est quasi in malo,"The northern of the three in the little shields, almost at the mast",The northern star of the shields at the mast's step
871,Arg,figure,23,Media ipsarum,The middle of them,The middle star at the mast's step
872,Arg,figure,24,Australis de tribus,The southern of the three,The southern star at the mast's step
873,Arg,figure,25,Borealior de duabus contiguis quae sunt sub istis,The more northern of the two close together below them,The northern of the close pair below the mast-step
874,Arg,figure,26,Australior ipsarum,The more southern of them,The southern of that close pair
875,Arg,figure,27,"Australis de duabus, quae sunt in medio malo",The southern of the two in the middle of the mast,The southern star of the mid-mast pair
876,Arg,figure,28,Borealior ipsarum,The more northern of them,The northern star of the mid-mast pair
877,Arg,figure,29,Praecedens de duabus quae sunt in extremitate mali,The preceding of the two at the tip of the mast,The western star at the masthead
878,Arg,figure,30,Sequens ipsarum,The following of them,The eastern star at the masthead
879,Arg,figure,31,Quae est sub tertia in sequento scutulo,"The one below the third, in the following little shield","The star below the third shield, on the eastern side"
880,Arg,figure,32,Quae in abscissione fororum est,The one at the cut-off of the decking,"The cut-off of the decking, where the hull ends"
881,Arg,figure,33,Quae inter gubernacula in carina,"The one between the steering-oars, in the keel",The keel star between the two steering-oars
882,Arg,figure,34,Sequens istam obscura,The dim one following it,The dim star east of the between-oars keel star
883,Arg,figure,35,Splendida sequens istam sub foris,"The brilliant one following it, below the decks",The brilliant keel star below the decks
884,Arg,figure,36,Splendida quae ad meridiem istius est in inferiore carina,"The brilliant one to the south of it, lower in the keel",The brilliant star lower still in the keel
885,Arg,figure,37,"Antecedens de tribus, quae istam sequuntur",The preceding of the three that follow it,The western star of the trio following the bright keel
886,Arg,figure,38,Media ipsarum,The middle of them,The middle star of that keel trio
887,Arg,figure,39,Sequens de tribus,The following of the three,The eastern star of that trio
888,Arg,figure,40,Praecedens de duabus sequentibus has juxta abscissionem,"The preceding of the two following these, by the cut-off",The western star of the pair by the cut-off
889,Arg,figure,41,Sequens ipsarum,The following of them,The eastern star of that pair
890,Arg,figure,42,Antecedens de duabus quae sunt in boreali et praecedenti gubernaculo,"The preceding of the two in the northern, preceding steering-oar",The far blade of the northern steering-oar
891,Arg,figure,43,Sequens ipsarum,The following of them,The near star of the northern steering-oar
892,Arg,figure,44,Praecedens duarum reliquarum in gubernaculo et vocatur Canopus,"The preceding of the two remaining, in the steering-oar, and it is called Canopus","The blade of the southern steering-oar — Canopus, second-brightest of all stars"
893,Arg,figure,45,Reliqua et sequens ipsarum,The remaining and following of them,The near star of the southern steering-oar
894,Hya,figure,1,Australis duarum praecedentium de quinque quae sunt in capite et est in naribus,"The southern of the two preceding, of the five in the head, in the nostrils",The Snake's nostrils — the southwest star of the five in the head
895,Hya,figure,2,Borealior ipsarum et est supra oculum,"The more northern of them, above the eye","Above the eye, north of the nostrils"
896,Hya,figure,3,Borealis de duabus sequentibus et est quasi in cranio,"The northern of the two following, almost in the skull",The skull — the northeast star of the head
897,Hya,figure,4,Australior ipsarum et est in oris hiatu,"The more southern of them, at the gape of the mouth","The gape of the mouth, below the skull"
898,Hya,figure,5,Quae omnes istas sequitur et est quasi in mento,"The one following them all, almost in the chin","The chin, easternmost of the head's five"
899,Hya,figure,6,Praecedens duarum quae sunt in radice colli,The preceding of the two at the root of the neck,The western star of the pair at the neck's root
900,Hya,figure,7,Sequens ipsarum,The following of them,The eastern star of the neck-root pair
901,Hya,figure,8,Media de tribus quae deinceps in flexu colli sunt,The middle of the three next along the bend of the neck,The middle star of the trio at the neck's bend
902,Hya,figure,9,Sequens de tribus,The following of the three,The eastern star of the bend trio
903,Hya,figure,10,Australissima ipsarum,The southernmost of them,The southernmost star of the bend trio
904,Hya,figure,11,Borealis et obscura de duabus contiguis quae sunt ab austro,The northern and dim one of the two close together to the south,The dim northern star of the close throat pair
905,Hya,figure,12,Splendida de duabus contiguis,The bright one of the close pair,The bright star of the throat pair — Alphard's herald
906,Hya,figure,13,Praecedens de tribus sequentibus post flexum,The preceding of the three following after the bend,The western star of the trio after the bend
907,Hya,figure,14,Media ipsarum,The middle of them,The middle star of that trio
908,Hya,figure,15,Sequens de tribus,The following of the three,The eastern star of that trio
909,Hya,figure,16,Praecedens de tribus quae deinceps quasi ad rectam lineam sunt,"The preceding of the three next, almost in a straight line",The western star of the straight-line trio in the body
910,Hya,figure,17,Media ipsarum,The middle of them,The middle star of the straight-line trio
911,Hya,figure,18,Sequens de tribus,The following of the three,The eastern star of the straight-line trio
912,Hya,figure,19,Borealis de duabus quae sunt post basim Craterae,The northern of the two behind the base of the Cup,The northern star of the pair behind the Cup's base
913,Hya,figure,20,Australior ipsarum,The more southern of them,The southern star of that pair
914,Hya,figure,21,Praecedens de tribus post istas quae sunt quasi in triangulo,"The preceding of the three after those, almost in a triangle",The western point of the near-triangle in the body
915,Hya,figure,22,Media et australior ipsarum,The middle and more southern of them,"The southern, middle point of the near-triangle"
916,Hya,figure,23,Sequens de tribus,The following of the three,The eastern point of the near-triangle
917,Hya,figure,24,Quae post corvum est prope caudam,"The one after the Crow, near the tail","The star past the Crow, nearing the tail"
918,Hya,figure,25,Quae in extremitate caudae,The one at the tip of the tail,The tip of the Water-Snake's long tail
919,Hya,unformed,1,Quae a meridie capitis,The one south of the head,
920,Hya,unformed,2,Sequens eas quae in collo sunt non multum ab illis distans,"The one following those in the neck, not far distant from them",
921,Crt,figure,1,Quae in basi Craterae est communis cum Hydro,"The one in the base of the Cup, shared with the Water-Snake",The base of the Cup — one star shared with the Water-Snake beneath it
922,Crt,figure,2,Australior de duabus quae sunt in medio Craterae,The more southern of the two in the middle of the Cup,The southern star of the pair in the Cup's middle
923,Crt,figure,3,Borealior ipsarum,The more northern of them,The northern star of the Cup's middle
924,Crt,figure,4,Quae est in australi arcu oris,The one at the southern rim of the mouth,The southern rim of the mouth
925,Crt,figure,5,Quae est in boreali arcu oris,The one at the northern rim of the mouth,The northern rim of the mouth
926,Crt,figure,6,Quae est in ansa australi,The one in the southern handle,The southern handle
927,Crt,figure,7,Quae est in ansa boreali,The one in the northern handle,The northern handle
928,Crv,figure,1,Quae in rostro communis cum Hydro,"The one in the beak, shared with the Water-Snake",The Crow's beak — one star shared with the Water-Snake
929,Crv,figure,2,Quae est in collo juxta caput,"The one in the neck, by the head","The neck, close by the head"
930,Crv,figure,3,Quae in pectore,The one in the breast,The star in the breast
931,Crv,figure,4,Quae in antecedente dextraque ala,"The one in the preceding, right wing","The western, right wing — Gienah"
932,Crv,figure,5,Praecedens de duabus quae sunt in ala sequenti,The preceding of the two in the following wing,The western star of the eastern wing's pair
933,Crv,figure,6,Sequens ipsarum,The following of them,The eastern star of the eastern wing's pair
934,Crv,figure,7,Quae in extremo pede communis cum Hydro,"The one at the tip of the foot, shared with the Water-Snake","The foot, planted on the Water-Snake it perches on"
935,Cen,figure,1,Australissima de quatuor quae sunt in capite,The southernmost of the four in the head,The southernmost of the four stars in the Centaur's head
936,Cen,figure,2,Borealior ipsarum,The more northern of them,The northernmost of the head's four
937,Cen,figure,3,Antecedens de duabus reliquis et mediis,"The preceding of the remaining two, in the middle",The western of the head's middle two
938,Cen,figure,4,Sequens ipsarum et reliqua de quatuor,"The following of them, the last of the four","The eastern of the head's middle two, last of the four"
939,Cen,figure,5,Quae in sinistro antecedentique humero,"The one in the left, preceding shoulder","The left, western shoulder"
940,Cen,figure,6,Quae in humero dextro,The one in the right shoulder,The right shoulder
941,Cen,figure,7,Quae in sinistra scapula,The one in the left shoulder-blade,"The left shoulder-blade, where the thyrsus is carried"
942,Cen,figure,8,Borealior de duabus praecedentibus quae sunt in Thyrso,The more northern of the two preceding stars in the Thyrsus,The northern star of the thyrsus' western pair
943,Cen,figure,9,Australior ipsarum,The more southern of them,The southern star of the thyrsus' western pair
944,Cen,figure,10,De reliquis duabus quae est in extremo Thyrsi,"Of the remaining two, the one at the tip of the Thyrsus",The tip of the thyrsus wand
945,Cen,figure,11,Reliqua et australior hac,"The remaining one, more southern than it","The last thyrsus star, south of the tip"
946,Cen,figure,12,Praecedens de tribus quae sunt in dextro latere,The preceding of the three in the right side,The western star of the three in the right side
947,Cen,figure,13,Media ipsarum,The middle of them,The middle star of the right side
948,Cen,figure,14,Sequens de tribus,The following of the three,The eastern star of the right side
949,Cen,figure,15,Quae est in dextro brachio,The one in the right arm,"The right arm, reaching for the Beast"
950,Cen,figure,16,Quae in dextro cubito,The one in the right elbow,The right elbow
951,Cen,figure,17,Quae in extremitate manus dextrae,The one at the tip of the right hand,"The tip of the right hand, at the Beast's caught foot"
952,Cen,figure,18,Splendida quae est in conjunctione humani corporis,The brilliant one at the join of the human body,"The brilliant star at the join, where man becomes horse"
953,Cen,figure,19,"Sequens de duabus obscuris, quae sunt borealiores hac",The following of the two dim ones more northern than it,The eastern of the two dim stars north of the join
954,Cen,figure,20,Praecedens ipsarum,The preceding of them,The western of those dim two
955,Cen,figure,21,Quae est in principio scapulae,The one at the start of the shoulder-blade,The start of the horse's shoulder-blade
956,Cen,figure,22,Antecedens hanc in dorso equi,"The one preceding it, on the horse's back","On the horse's back, west of the shoulder-blade"
957,Cen,figure,23,Sequens de tribus quae sunt in lumbis,The following of the three in the loins,The eastern star of the three in the loins
958,Cen,figure,24,Media ipsarum,The middle of them,The middle star of the loins
959,Cen,figure,25,Antecedens de tribus,The preceding of the three,The western star of the loins
960,Cen,figure,26,Praecedens de duabus contiguis quae sunt in crure dextro,The preceding of the two close together in the right thigh,The western of the close pair in the right thigh
961,Cen,figure,27,Sequens ipsarum,The following of them,The eastern of the thigh pair
962,Cen,figure,28,Quae in pectore sub axilla equi,"The one in the chest, below the horse's armpit","The horse's chest, below the armpit"
963,Cen,figure,29,Praecedens de duabus quae sunt sub ventre,The preceding of the two below the belly,The western star of the pair below the belly
964,Cen,figure,30,Sequens ipsarum,The following of them,The eastern star of the belly pair
965,Cen,figure,31,Quae est in poplite pedis dextri,The one in the hollow of the right foot,The hollow of the right hind leg — Hadar
966,Cen,figure,32,Quae est in talo ejusdem pedis,The one in the ankle of the same foot,"The ankle of the same right foot — Rigil Kentaurus, nearest of all the night's stars"
967,Cen,figure,33,Quae sub poplite sinistri pedis,The one below the hollow of the left foot,Below the hollow of the left hind foot
968,Cen,figure,34,Quae in sura ejusdem pedis,The one in the calf of the same foot,The calf of the left hind foot
969,Cen,figure,35,Quae in extremo anterioris dextri pedis,The one at the tip of the front right foot,The tip of the striding front right foot
970,Cen,figure,36,Quae in genu sinistri pedis,The one in the knee of the left foot,The knee of the front left foot
971,Cen,figure,37,Quae est extra sub dextro posteriore pede,"The one outside, below the right hind foot",The outlier below the right hind foot
972,Lup,figure,1,Quae in extremo posteriore pede apud manum Centauri,"The one at the tip of the hind foot, at the hand of the Centaur","The tip of the Beast's hind foot, caught in the Centaur's hand"
973,Lup,figure,2,Quae in poplite ejusdem pedis,The one in the hollow of the same foot,The hollow of the same captured foot
974,Lup,figure,3,Praecedens de duabus quae sunt in scapula,The preceding of the two in the shoulder,The western star of the pair in the shoulder
975,Lup,figure,4,Sequens earum,The following of them,The eastern star of the shoulder pair
976,Lup,figure,5,Quae in medio ferae corpore,The one in the middle of the beast's body,The middle of the Beast's body
977,Lup,figure,6,Quae in ventre sub latere,"The one in the belly, below the flank","The belly, below the flank"
978,Lup,figure,7,Quae in crure,The one in the thigh,The star in the thigh
979,Lup,figure,8,Borealior de duabus quae sunt juxta radicem cruris,The more northern of the two at the root of the thigh,The northern star of the pair at the thigh's root
980,Lup,figure,9,Australior ipsarum,The more southern of them,The southern star of that pair
981,Lup,figure,10,Quae in extremis lumbis,The one at the end of the loins,The end of the loins
982,Lup,figure,11,Australis de tribus quae sunt in extrema cauda,The southern of the three at the tip of the tail,The southern star of the three at the tail's tip
983,Lup,figure,12,Media de tribus,The middle of the three,The middle star of the tail's three
984,Lup,figure,13,Borealior ipsarum,The more northern of them,The northern star of the tail's three
985,Lup,figure,14,Australior de duabus quae sunt in collo,The more southern of the two in the neck,The southern star of the pair in the straining neck
986,Lup,figure,15,Borealior ipsarum,The more northern of them,The northern star of the neck pair
987,Lup,figure,16,Praecedens de duabus quae sunt in rictu,The preceding of the two in the muzzle,The western star of the pair in the muzzle
988,Lup,figure,17,Sequens ipsarum,The following of them,The eastern star of the muzzle pair
989,Lup,figure,18,Australior de duabus quae sunt in anteriore pede,The more southern of the two in the front foot,The southern star of the pair in the front foot
990,Lup,figure,19,Borealior ipsarum,The more northern of them,The northern star of the front-foot pair
991,Ara,figure,1,Borealior de duabus quae sunt in basi,The more northern of the two in the base,The northern star of the Altar's base
992,Ara,figure,2,Australior ipsarum,The more southern of them,The southern star of the base
993,Ara,figure,3,Quae est in media arae,The one in the middle of the altar,The middle of the Altar
994,Ara,figure,4,Borealis de tribus quae sunt in foco,The northern of the three in the brazier,The northern star of the three in the brazier
995,Ara,figure,5,Australior reliquarum et contiguarum duarum,"The more southern of the remaining two, close together",The southern star of the brazier's close pair
996,Ara,figure,6,Borealior ipsarum,The more northern of them,The northern star of that close pair
997,Ara,figure,7,Quae est in extremitate,The one at the tip of the flame,"The tip of the flame, rising from the brazier"
998,CrA,figure,1,Antecedens extra australem arcum,"The preceding one, outside the southern arc","The western outlier, outside the Crown's southern arc"
999,CrA,figure,2,Quae ipsam sequitur et est in corona,"The one following it, in the crown","The first star of the wreath proper, east of the outlier"
1000,CrA,figure,3,Quae istam sequitur,The one following that,"The next star east, at the wreath's southern dip"
1001,CrA,figure,4,Sequens adhuc istam,The one following it still,"The next, climbing the western side"
1002,CrA,figure,5,Quae post istam est ante Sagittarii genu,"The one after that, before the knee of Sagittarius",The wreath star before the knee of Sagittarius
1003,CrA,figure,6,Quae post istam est borealior quam fulgens quae est in genu,"The one after it, more northern than the bright star in the knee",North of the bright knee-star of Sagittarius
1004,CrA,figure,7,Borealior hac,The one more northern than that,The next star north along the wreath
1005,CrA,figure,8,Adhuc borealior ista,The one more northern still,"Northward still, at the top of the ring"
1006,CrA,figure,9,Sequens de duabus praecedentibus istam in boreali arcu,The following of the two preceding it in the northern arc,The nearer of the two ahead of it in the northern arc
1007,CrA,figure,10,Praecedens de duabus obscuris,The preceding of the two dim ones,The western of the two dim stars in the northern arc
1008,CrA,figure,11,Hanc etiam satis praecedens,The one well preceding it,The star well west of the dim pair
1009,CrA,figure,12,Adhuc istam praecedens,The one preceding that still,"West again, turning down the ring's far side"
1010,CrA,figure,13,Reliqua et australior quam supradicta,"The remaining one, more southern than those above","The last star, south of the northern arc, closing the wreath"
1011,PsA,figure,1,"Quae est in ore, est eadem cum principio aquae","The one in the mouth, the same as the beginning of the water","The mouth of the Southern Fish, drinking the stream — Fomalhaut"
1012,PsA,figure,2,Praecedens de tribus quae sunt in australi capitis circumferentia,The preceding of the three in the southern curve of the head,The western star of the three in the head's southern curve
1013,PsA,figure,3,Media ipsarum,The middle of them,The middle star of the head's curve
1014,PsA,figure,4,Sequens de tribus,The following of the three,"The eastern star of the curve, nearest the mouth"
1015,PsA,figure,5,Quae est ad branchias,The one at the gills,The star at the gills
1016,PsA,figure,6,Quae est in dorsali australique spina,"The one in the southern, dorsal fin","The southern, dorsal fin — the Fish swims on its back"
1017,PsA,figure,7,Sequens de duabus quae sunt in ventre,The following of the two in the belly,The eastern star of the pair in the upturned belly
1018,PsA,figure,8,Antecedens ipsarum,The preceding of them,The western star of the belly pair
1019,PsA,figure,9,Sequens de tribus quae sunt in boreali spina,The following of the three in the northern fin,The eastern star of the three in the northern fin
1020,PsA,figure,10,Media ipsarum,The middle of them,The middle star of the northern fin
1021,PsA,figure,11,Praecedens de tribus,The preceding of the three,The western star of the northern fin
1022,PsA,figure,12,Quae in extrema cauda,The one at the tip of the tail,The tip of the Fish's tail
1023,PsA,unformed,1,Praecedens de tribus splendidis antecedentibus Piscem,The preceding of the three bright ones ahead of the Fish,
1024,PsA,unformed,2,Media ipsarum,The middle of them,
1025,PsA,unformed,3,Sequens de tribus,The following of the three,
1026,PsA,unformed,4,Praecedens hanc et est obscura,"The one preceding it, and it is dim",
1027,PsA,unformed,5,Australior de duabus reliquis quae sunt in septentrione,"The more southern of the two remaining, to the north",
1028,PsA,unformed,6,Borealis ipsarum,The northern of them,
