hr,name,flamsteed,bayer,bayer_sup,cst,hd,sao,var_id,ra_deg_j2000,dec_deg_j2000,vmag,vmag_code,b_v,sp_type,pm_ra_arcsec,pm_de_arcsec,parallax_arcsec,is_ghost
811, 89Pi  Cet,89,Pi,,Cet,17081,148575,,41.030833,-13.858611,4.25,,-0.14,B7V,-0.008,-0.015,,false
812, 38    Ari,38,,,Ari,17093,93083,UV Ari,41.24,12.445833,5.18,,0.24,A7III-IV,0.122,-0.084,0.027,false
813, 87Mu  Cet,87,Mu,,Cet,17094,110723,909,41.235417,10.114167,4.27,,0.31,F0IV,0.284,-0.036,0.046,false
814,,,,,,17098,216019,,40.834583,-40.5275,6.36,,-0.02,B9V,0.019,0.024,0.009,false
815,,,,,,17138,12445,RZ Cas,42.23125,69.634167,6.18,,0.18,A3V,0.0,0.032,,false
816,,,,,,17163,110730,,41.337083,4.711667,6.03,,0.31,gF0,0.068,-0.043,,false
817,,,,,,17168,193888,,41.085417,-32.525,6.22,,0.04,A1V,0.02,-0.031,,false
818,  1Tau1Eri,1,Tau,1,Eri,17206,148584,,41.275833,-18.5725,4.47,,0.48,F6V,0.33,0.038,0.072,false
819,,,,,,17228,55868,,41.742917,35.983611,6.25,,0.93,G8III,0.05,-0.005,,false
820,,,,,,17240,55872,,41.764583,35.555,6.3,R,,A9V,-0.043,-0.047,0.013,false
821,,,,,,17254,232871,,41.044583,-52.570556,6.15,,0.09,A2V,-0.012,-0.015,,false
822,,,,,,17325,216036,,41.31875,-46.287222,6.85,,1.36,K2III,-0.003,-0.014,,false
823,,,,,,17326,248632,911,40.860833,-66.714444,6.26,,0.53,F5V,0.108,-0.07,0.01,false
824, 39    Ari,39,,,Ari,17361,75578,,41.977083,29.247222,4.51,,1.11,K1.5III,0.149,-0.123,0.027,false
825,,,,,,17378,23637,V480 Per,42.378333,57.084167,6.25,,0.89,A5Ia,0.004,-0.01,,false
826,,,,,,17390,168045,,41.688333,-21.639722,6.49,,0.38,F3IV,0.091,0.009,,false
827,,,,,,17438,168051,,41.796667,-22.485556,6.47,,0.39,F2,-0.021,-0.038,,false
828, 40    Ari,40,,,Ari,17459,93118,937,42.13375,18.283611,5.82,,1.2,K1III,0.044,-0.036,,false
829,,,,,,17463,12472,SU Cas,42.994583,68.888611,5.8,,0.64,F5:Ib-II,-0.006,-0.004,0.01,false
830,,,,,,17471,75588,VZ Ari,42.19125,25.188056,5.86,R,-0.07,A0V,0.059,-0.004,,false
831,,,,,,17484,55910,,42.362917,37.326111,6.45,,0.43,F6III-IV,0.009,-0.016,,false
832,,,,,,17491,148612,Z Eri,41.983333,-12.460556,6.9,,1.56,M4III,0.007,-0.038,,false
833,   Gam Hor,,Gam,,Hor,17504,248642,,41.364583,-63.704444,5.74,,0.93,G8III-IV,0.022,-0.009,,false
834, 15Eta Per,15,Eta,,Per,17506,23655,,42.674167,55.895556,3.76,,1.68,K3-Ib-IIa,0.017,-0.014,0.006,false
835,   Eta1For,,Eta,1,For,17528,193916,,41.890417,-35.550833,6.51,,0.96,K0-1III,-0.041,-0.039,,false
836, 42Pi  Ari,42,Pi,,Ari,17543,93127,944,42.322917,17.464167,5.22,,-0.06,B6V,-0.001,-0.015,,false
837,   Zet Hyi,,Zet,,Hyi,17566,248644,,41.385833,-67.616667,4.84,,0.06,A2IV-V,0.069,0.046,0.009,false
838, 41    Ari,41,,,Ari,17573,75596,951,42.495833,27.260556,3.63,,-0.1,B8Vn,0.067,-0.118,0.034,false
839,,,,,,17581,23662,,42.939583,58.314722,6.45,,0.1,A1m,-0.066,0.015,,false
840, 16    Per,16,,,Per,17584,55928,956,42.64625,38.318611,4.23,,0.34,F2III,0.197,-0.105,0.024,false
841,   Bet For,,Bet,,For,17652,193931,,42.2725,-32.405833,4.46,,0.99,K0-IIIFe-0.5,0.09,0.155,0.026,false
842,,,,,,17656,38397,,42.92375,46.841944,5.88,,0.89,G8III,-0.025,-0.028,,false
843, 17    Per,17,,,Per,17709,55946,963,42.878333,35.059722,4.53,,1.56,K5+III,0.009,-0.061,0.004,false
844,   Gam1For,,Gam,1,For,17713,168081,,42.4625,-24.560278,6.14,,1.07,K1III,-0.043,-0.127,,false
845,   Gam2For,,Gam,2,For,17729,168082,,42.475833,-27.941667,5.39,,0.02,A0V,0.047,0.028,0.025,false
846,,,,,,17743,23674,971,43.216667,52.997778,6.36,,0.07,B8III,0.002,-0.011,-0.004,false
847, 43Sig Ari,43,Sig,,Ari,17769,93144,,42.873333,15.081944,5.49,,-0.09,B7V,0.031,-0.026,,false
848,   Eta2For,,Eta,2,For,17793,193940,,42.561667,-35.843611,5.92,,0.9,K0III,0.058,0.021,,false
849,,,,,,17818,38418,,43.338333,48.569444,6.26,,1.18,G5I,0.015,-0.027,,false
850,  2Tau2Eri,2,Tau,2,Eri,17824,168094,,42.759583,-21.004167,4.75,,0.91,K0III,-0.046,-0.019,0.031,false
851,   Eta3For,,Eta,3,For,17829,193944,,42.668333,-35.676111,5.47,,1.25,K5III,0.006,-0.061,0.017,false
852,   Nu  Hor,,Nu,,Hor,17848,248656,,42.25625,-62.806667,5.26,,0.1,A2V,0.091,0.021,0.001,false
853,,,,,,17864,216065,,42.699583,-39.931667,6.36,,0.05,A0V,0.055,0.007,,false
854, 18Tau Per,18,Tau,,Per,17878,23685,Tau Per,43.564583,52.7625,3.95,,0.74,G4III+A4V,0.0,-0.005,0.019,false
855, 20    Per,20,,,Per,17904,55975,977,43.4275,38.3375,5.33,,0.41,F4IV,0.047,-0.077,0.011,false
856,,,,,,17918,93164,,43.29875,16.483333,6.31,,,F5III,0.055,-0.062,,false
857,,,,,,17925,148647,975,43.13375,-12.769444,6.04,,0.87,K2V,0.394,-0.175,0.121,false
858,,,,,,17926,193951,,42.980417,-30.814444,6.4,,0.48,F8IV-V,-0.116,0.106,,false
859,,,,,,17943,130160,,43.210417,-9.441111,6.32,,0.19,A7IV,0.074,0.05,,false
860,,,,,,17948,12517,,43.987083,61.521111,5.59,,0.45,F4V,0.142,0.032,,false
861,,,,,,17958,12519,985,44.103333,64.3325,6.24,,2.03,K3Ib,0.006,-0.002,,false
862,,,,,,18071,168121,,43.397083,-22.376389,5.95,,1.04,K0III,0.09,-0.08,,false
863,   Psi For,,Psi,,For,18149,193965,,43.393333,-38.436944,5.92,,0.44,F6IV,0.063,0.031,,false
864,,,,,,18153,23721,,44.210833,51.260833,6.22,,1.57,K5III,-0.011,-0.039,,false
865,,,,,,18155,38455,,44.139167,47.163889,6.02,,1.34,gK3,0.004,0.0,,false
866,,,,,,18185,248673,982,43.08,-62.909722,6.03,,1.25,K1III,0.072,0.001,,false
867, 45Rho2Ari,45,Rho,2,Ari,18191,93189,RZ Ari,43.952083,18.331667,5.91,,1.47,M6-III:,-0.008,-0.017,0.014,false
868,,,,,,18242,,R Hor,43.470417,-49.890278,4.0,H,2.11,M7IIIe,0.135,0.014,0.013,false
869, 46Rho3Ari,46,Rho,3,Ari,18256,93195,,44.10875,18.023056,5.63,,0.43,F6V,0.276,-0.213,0.038,false
870,,,,,,18262,110851,,44.0575,8.381667,5.97,,0.48,F7IV,0.068,-0.087,,false
871,,,,,,18265,232933,,43.527083,-50.871389,6.21,,1.58,K4III,0.01,0.006,,false
872,   Nu  Hyi,,Nu,,Hyi,18293,255929,,42.61875,-75.066944,4.75,,1.33,K3III,-0.037,-0.027,0.011,false
873, 21    Per,21,,,Per,18296,56031,LT Per,44.322083,31.934167,5.11,,-0.01,B9pSi,0.003,-0.031,0.003,false
874,  3Eta Eri,3,Eta,,Eri,18322,130197,988,44.107083,-8.898056,3.89,,1.11,K1-IIIbBa0.2:,0.079,-0.22,0.033,false
875,,,,,,18331,130199,,44.155833,-3.712222,5.17,,0.08,A1Vn,-0.035,-0.044,0.026,false
876,,,,,,18339,56036,,44.509583,38.615,6.04,,1.41,gK3,-0.007,-0.016,,false
877,,,,,,18345,110865,990,44.269167,4.501111,6.11,,1.69,M4IIIab,0.017,0.023,,false
878, 47    Ari,47,,,Ari,18404,75662,,44.521667,20.668611,5.8,,0.41,F5IV,0.233,-0.031,0.03,false
879, 22Pi  Per,22,Pi,,Per,18411,56047,,44.690417,39.662778,4.7,,0.06,A2Vn,0.024,-0.043,0.009,false
880,,,,,,18423,248681,,43.587083,-64.435556,6.56,,1.39,K2-3III,0.009,-0.004,,false
881,,,,,,18438,4810,,46.5325,79.418611,5.49,,1.57,M1III+F7IV,-0.039,0.009,0.008,false
882, 24    Per,24,,,Per,18449,56052,,44.765417,35.183056,4.93,,1.23,K2III,-0.046,0.006,,false
883,  4    Eri,4,,,Eri,18454,168183,,44.34875,-23.861944,5.45,,0.23,A5V,0.098,-0.03,0.029,false
884,,,,,,18466,194002,,44.304583,-29.855278,6.29,,0.47,A2-3V:+G:,0.012,-0.005,,false
885,,,,,,18474,38493,,44.957917,47.220833,5.47,,0.89,G5:III*,0.021,0.024,-0.007,false
886,,,,,,18482,38492,1004,44.91625,41.033056,5.89,,1.44,K2,0.019,-0.039,,false
887, 48Eps Ari,48,Eps,,Ari,18519,75673,1001,44.802917,21.340278,4.63,,0.04,A2V s,-0.017,-0.005,0.005,false
888, 48Eps Ari,48,Eps,,Ari,18520,75673,1001,44.802917,21.340278,4.63,,0.04,A2V s,-0.017,-0.005,0.005,false
889,  6    Eri,6,,,Eri,18535,168191,,44.52375,-23.606111,5.84,,1.33,K2III,0.06,0.05,,false
890,,,,,,18537,23763,,45.2175,52.351667,5.28,,-0.05,B7V,0.028,-0.026,,false
891,,,,,,18538,23765,,45.2225,52.352222,6.74,,0.0,B9V,0.014,-0.021,,false
892,,,,,,18543,130215,,44.675,-2.7825,5.23,,0.0,A2IV,-0.03,-0.056,0.016,false
893,,,,,,18546,194007,,44.38625,-38.191111,6.41,,-0.03,A0Vn,0.007,0.005,,false
894,,,,,,18552,56067,,45.049167,38.131667,6.11,,-0.06,B8Vne,0.006,-0.028,,false
895,,,,,,18557,130216,,44.6975,-9.776389,6.14,,0.22,A2m,0.01,-0.011,,false
896, 91Lam Cet,91,Lam,,Cet,18604,110889,,44.92875,8.9075,4.7,,-0.12,B6III,0.004,-0.014,,false
897,   The1Eri,,The,1,Eri,18622,216113,1002,44.565417,-40.304722,3.24,,0.14,A4III,-0.045,0.019,0.035,false
898,   The2Eri,,The,2,Eri,18623,216114,1002,44.567917,-40.304444,4.35,,0.08,A1V,-0.064,0.018,0.035,false
899,  5    Eri,5,,,Eri,18633,130228,1008,44.921667,-2.465,5.56,,-0.08,B9.5V,-0.002,-0.022,,false
900,,,,,,18650,168202,,44.7775,-28.906944,6.14,,1.04,K1III,0.018,-0.044,,false
901,   Zet For,,Zet,,For,18692,168209,,44.900417,-25.274167,5.71,,0.4,F2V,0.18,0.087,0.029,false
902,,,,,,18700,93232,,45.18375,10.870278,5.95,,1.59,K6,0.08,-0.039,,false
903,,,,,,18735,194023,,44.909583,-32.507222,6.31,,0.0,A0V,0.01,0.011,,false
904,  7    Eri,7,,,Eri,18760,130242,CV Eri,45.2125,-2.878611,6.11,,1.77,M1III,0.02,0.006,,false
905, 49    Ari,49,,,Ari,18769,75693,1021,45.475417,26.462222,5.9,,0.14,A3m,-0.012,0.0,,false
906,,,,,,18778,500,1042,47.928333,81.470556,5.95,,0.15,A7III-IV,-0.04,-0.009,0.018,false
907,  8Rho1Eri,8,Rho,1,Eri,18784,130243,,45.291667,-7.662778,5.75,,1.05,K0II,0.098,-0.07,,false
908,,,,,,18832,110915,,45.467917,5.336111,6.25,,1.05,K0,0.036,0.015,,false
909,   Bet Hor,,Bet,,Hor,18866,248701,,44.699167,-64.071389,4.99,,0.13,A3-5IIIm:,0.022,0.001,,false
910, 93    Cet,93,,,Cet,18883,110921,,45.59375,4.352778,5.61,,-0.1,B7V,0.014,0.005,,false
911, 92Alp Cet,92,Alp,,Cet,18884,110920,Alp Cet,45.57,4.089722,2.53,,1.64,M1.5IIIa,-0.009,-0.078,0.009,false
912,,,,,,18885,148721,,45.48375,-9.961389,5.83,,1.11,gG6,0.046,0.0,,false
913,,,,,,18894,130251,,45.53875,-6.494722,6.19,,0.6,G0IV-V,0.087,-0.148,,false
914,   Eps For,,Eps,,For,18907,168238,,45.407083,-28.091667,5.89,,0.79,G5IV,0.279,-0.437,0.039,false
915, 23Gam Per,23,Gam,,Per,18925,23789,,46.199167,53.506389,2.93,,0.7,G8III+A2V,0.0,-0.005,0.016,false
916,,,,,,18928,75709,,45.87625,28.269722,6.36,,,F0V,0.083,-0.02,,false
917,  9Rho2Eri,9,Rho,2,Eri,18953,130254,1024,45.67625,-7.685278,5.32,,0.94,K0II-III,0.047,-0.001,,false
918,,,,,,18970,23791,,46.385,56.705833,4.76,,1.02,G9.5III,-0.014,0.067,0.005,false
919, 11Tau3Eri,11,Tau,3,Eri,18978,168249,,45.597917,-23.624444,4.09,,0.16,A4IV,-0.145,-0.054,0.059,false
920,,,,,,18991,23793,,46.41625,56.068611,6.11,,1.02,G9III,-0.003,-0.039,,false
921, 25Rho Per,25,Rho,,Per,19058,56138,Rho Per,46.294167,38.840278,3.39,,1.65,M4II,0.13,-0.106,0.011,false
922,,,,,,19065,12608,,46.829167,64.057778,5.89,,-0.03,B9V,-0.015,0.006,,false
923,,,,,,19066,38559,,46.336667,40.5825,6.05,,1.01,K0III,-0.053,0.001,,false
924,,,,,,19080,93260,,46.169583,15.856111,6.49,R,,K3III,-0.001,-0.093,,false
925, 10Rho3Eri,10,Rho,3,Eri,19107,130269,,46.068333,-7.600833,5.26,,0.2,A8V,0.056,0.013,0.026,false
926,,,,,,19121,110945,,46.15875,1.863611,6.05,,1.04,K0III,0.028,-0.003,,false
927, 52    Ari,52,,,Ari,19134,75723,,46.36125,25.255278,6.8,,-0.02,B7V,0.002,-0.008,0.004,false
928, 52    Ari,52,,,Ari,19135,75723,,46.36125,25.255278,7.0,,,B7V,0.003,-0.008,0.004,false
929,,,,,,19141,216150,,45.732917,-46.975,5.82,,1.3,K2-3III,0.029,0.003,,false
930,,,,,,19268,23825,,47.01625,52.213333,6.31,,-0.01,B5V,0.032,-0.026,,false
931,,,,,,19270,93276,,46.59875,13.187222,5.62,,1.08,K3III,0.0,-0.063,,false
932,,,,,,19275,4840,,47.984583,74.393611,4.87,,0.02,A2Vnn,0.012,-0.09,0.032,false
933,,,,,,19279,38587,,46.9475,47.308333,6.41,,0.12,A3Vnn,0.005,-0.008,,false
934,   Mu  Hor,,Mu,,Hor,19319,232981,,45.903333,-59.737778,5.11,,0.34,F0IV,-0.073,-0.067,0.025,false
935,,,,,,19349,130284,,46.639583,-6.088611,5.27,,1.6,M3III,0.006,-0.008,,false
936, 26Bet Per,26,Bet,,Per,19356,38592,Bet Per,47.042083,40.955556,2.12,,-0.05,B8V,0.004,-0.001,0.045,false
937,   Iot Per,,Iot,,Per,19373,38597,,47.266667,49.613333,4.05,,0.59,G0V,1.263,-0.091,0.084,false
938, 53    Ari,53,,,Ari,19374,93284,UW Ari,46.857083,17.88,6.11,,-0.12,B1.5V,-0.025,0.008,,false
939,   The Hyi,,The,,Hyi,19400,255945,,45.564167,-71.9025,5.53,,-0.14,B3V+A0IV,0.025,0.014,0.103,false
940, 54    Ari,54,,,Ari,19460,93293,,47.088333,18.795,6.27,,1.58,M0III,0.047,-0.016,0.032,false
941, 27Kap Per,27,Kap,,Per,19476,38609,1055,47.374167,44.857222,3.8,,0.98,K0III,0.177,-0.157,0.033,false
942,,,,,,19525,111002,,47.16125,8.470833,6.28,,1.06,G9III,-0.015,0.069,,false
943,,,,,,19545,168321,,46.962083,-27.831111,6.19,,0.16,A5V,0.075,-0.02,,false
944, 55    Ari,55,,,Ari,19548,75757,,47.402917,29.076944,5.72,,0.12,B8III,0.019,-0.014,,false
945,,,,,,19600,75762,,47.536667,27.82,6.42,,0.01,A0V,0.005,-0.048,,false
946,,,,,,19637,75771,,47.6125,26.896389,6.02,,1.28,K3III,0.004,0.07,,false
947, 28Ome Per,28,Ome,,Per,19656,56224,,47.8225,39.611667,4.63,,1.11,K1III,-0.023,0.005,0.023,false
948,,,,,,19698,93320,,47.662083,11.8725,5.98,,-0.06,B8V,0.041,-0.026,,false
949,,,,,,19735,38638,,48.11,47.725833,6.33,,1.43,K5III,0.074,-0.083,,false
950,,,,,,19736,38635,,48.04,42.376111,6.15,,-0.09,B4V,0.028,-0.013,,false
951, 57Del Ari,57,Del,,Ari,19787,93328,1066,47.9075,19.726667,4.35,,1.03,K2III,0.152,-0.011,0.027,false
952,,,,,,19789,93327,,47.84125,13.047778,6.12,,1.02,K0IIIp,-0.013,0.015,,false
953,,,,,,19826,168354,,47.6475,-23.738333,6.38,,0.93,K0IV,0.058,0.033,,false
954, 56    Ari,56,,,Ari,19832,75788,SX Ari,48.059167,27.256944,5.79,,-0.12,B9pSi,0.01,-0.017,,false
955,,,,,,19836,130328,,47.828333,-3.811667,6.05,,1.66,M1III,-0.006,-0.014,,false
956,,,,,,19845,38652,,48.35,48.176944,5.9,,0.97,G9III,0.03,-0.022,,false
957,,,,,,19887,148821,,47.82,-16.025278,6.26,,1.2,K0,-0.014,-0.02,,false
958,,,,,,19926,111044,,48.11,6.660833,5.56,,1.08,K1IIIep+A6V,-0.009,-0.004,,false
959,,,,,,19940,248742,,46.955,-69.265556,6.15,,1.02,K1III,-0.025,-0.016,,false
960,,,,,,19948,216197,,47.614167,-48.734167,6.12,,1.12,K1III,0.034,-0.027,,false
961,,,,,,19978,4875,1094,50.082083,77.734722,5.45,,0.19,A6V,0.059,-0.061,0.014,false
962, 94    Cet,94,,,Cet,19994,130355,,48.193333,-1.196111,5.06,,0.57,F8V,0.196,-0.067,0.057,false
963,   Alp For,,Alp,,For,20010,168373,1074,48.017917,-28.986944,3.87,,0.52,F8V,0.339,0.64,0.075,false
964,,,,,,20041,23903,,48.95,57.140833,5.79,,0.73,A0Ia,-0.004,0.003,,false
965,,,,,,20084,550,,53.08375,84.911111,5.61,,0.92,G3IIp:+F0:V,0.063,-0.136,0.026,false
966,,,,,,20063,38674,,48.73625,42.503889,6.07,R,1.07,K2III,0.07,0.012,,false
967,,,,,,20104,12686,,49.381667,65.658611,6.36,,0.09,A3V,-0.01,0.01,0.005,false
968,,,,,,20121,216209,,48.1075,-44.419722,5.93,,0.44,F7III+A0V,0.093,-0.017,0.025,false
969,,,,,,20123,23914,,49.050833,50.937778,5.03,,1.15,G6Ib-IIa,-0.007,-0.016,0.01,false
970,,,,,,20144,194163,,48.25625,-35.943889,6.27,,-0.08,B8V,0.003,-0.001,,false
971,,,,,,20149,56285,,48.835417,30.556667,5.52,R,0.01,A1V s,-0.006,0.007,,false
972, 58Zet Ari,58,Zet,,Ari,20150,75810,,48.725417,21.044444,4.89,,-0.01,A1V,-0.028,-0.073,0.02,false
973,,,,,,20162,38685,,49.019583,45.345833,6.16,,1.67,M2III,0.054,-0.045,,false
974,,,,,,20176,168397,1082,48.408333,-29.804167,6.16,,1.05,K1IICNIII,0.027,-0.002,,false
975,,,,,,20193,56293,,48.945833,32.856389,6.31,,0.37,F4V vw,-0.035,0.009,,false
976,,,,,,20210,56296,V423 Per,49.007917,34.688611,6.25,,0.28,A1m,0.043,-0.034,,false
977,,,,,,20234,233037,TW Hor,48.138333,-57.321667,5.74,,2.28,C5II,0.019,0.009,,false
978,,,,,,20277,56308,,49.14625,32.183611,6.06,,0.99,G8IV,-0.018,-0.108,,false
979,,,,,,20283,38700,,49.2975,40.483333,6.45,,,B9VpSi,0.015,-0.023,0.004,false
980,,,,,,20293,168406,,48.750833,-26.100278,6.25,,0.04,A5V,-0.019,-0.015,,false
981,,,,,,20313,255962,BN Hyi,46.883333,-78.989444,5.57,,0.3,F2II-III,0.071,0.066,,false
982, 30    Per,30,,,Per,20315,38704,,49.4475,44.025,5.47,,-0.06,B8V,0.032,-0.029,,false
983,,,,,,20319,130388,1090,49.00375,-5.918611,6.17,,-0.02,B9V,0.007,-0.004,0.039,false
984, 13Zet Eri,13,Zet,,Eri,20320,130387,1088,48.958333,-8.819722,4.8,,0.23,A5m,-0.002,0.046,0.025,false
985,,,,,,20336,12704,BK Cam,49.9975,65.652222,4.84,,-0.15,B2.5Ven,0.015,-0.013,0.009,false
986,,,,,,20346,56322,,49.440833,39.283333,5.96,,0.07,A2IV,0.022,-0.02,,false
987, 29    Per,29,,,Per,20365,23944,,49.6575,50.222222,5.15,,-0.06,B3V,0.029,-0.026,,false
988, 14    Eri,14,,,Eri,20395,130395,,49.14875,-9.154444,6.14,,0.4,F1V,-0.005,0.048,,false
989, 31    Per,31,,,Per,20418,38714,,49.781667,50.095,5.03,,-0.06,B5V,0.023,-0.025,,false
990,,,,,,20423,194197,,49.047083,-30.8275,6.65,,-0.07,A0V,0.03,0.004,,false
991,,,,,,20468,56340,,49.6825,34.222778,4.82,,1.49,K2IICN1,0.003,-0.006,0.012,false
992, 95    Cet,95,,,Cet,20559,130408,1097,49.593333,-0.930278,5.38,,1.04,G9IV,0.252,-0.052,0.017,false
993,,,,,,20606,168449,,49.511667,-28.796944,5.91,,0.33,F3V+A8-9,0.185,-0.015,,false
994, 15    Eri,15,,,Eri,20610,168452,,49.592083,-22.511389,4.88,,0.9,G6III,0.018,0.012,0.028,false
995, 59    Ari,59,,,Ari,20618,75863,,49.9825,27.071111,5.9,,0.86,G6IV,-0.026,-0.075,,false
996, 96Kap1Cet,96,Kap,1,Cet,20630,111120,1100,49.840417,3.370278,4.83,,0.68,G5V,0.271,0.092,0.108,false
997,,,,,,20631,148897,,49.671667,-18.559722,5.71,,0.37,F0IV,0.136,-0.053,0.029,false
998,,,,,,20640,216246,,49.360833,-47.751667,5.85,,1.24,K2III,-0.005,0.021,,false
999,,,,,,20644,75871,,50.085,29.048333,4.47,,1.55,K2II-III,-0.008,-0.016,-0.008,false
1000, 60    Ari,60,,,Ari,20663,75875,,50.106667,25.662778,6.12,,1.24,gK3,0.017,-0.087,,false
1001,,,,,,20675,38753,,50.469167,49.070833,5.93,,0.43,F6V,0.191,-0.07,0.015,false
1002, 32    Per,32,,,Per,20677,38750,1107,50.360417,43.329444,4.95,,0.04,A3V,-0.063,-0.006,0.026,false
1003, 16Tau4Eri,16,Tau,4,Eri,20720,168460,Tau4 Eri,49.879167,-21.757778,3.69,,1.62,M3.5IIIaCa-1,0.052,0.033,-0.013,false
1004,,,,,,20729,168462,1104,49.895,-24.123056,5.61,,1.66,M2III,0.001,-0.025,,false
1005, 61Tau1Ari,61,Tau,1,Ari,20756,75886,,50.306667,21.146944,5.28,,-0.07,B5IV,0.025,-0.024,,false
1006,   Zet1Ret,,Zet,1,Ret,20766,248770,,49.4425,-62.575278,5.54,,0.64,G2.5VFe1Hdel 1,1.339,0.648,0.097,false
1007, 97Kap2Cet,97,Kap,2,Cet,20791,111142,,50.278333,3.675556,5.69,,0.97,G8.5III,0.051,-0.026,,false
1008,,,,,,20794,216263,,49.982083,-43.069722,4.27,,0.71,G8V,3.043,0.725,0.156,false
1009,,,,,,20797,12743,1121,51.16875,64.586111,5.23,,2.08,M0II,-0.005,0.001,0.009,false
1010,   Zet2Ret,,Zet,2,Ret,20807,248774,,49.55375,-62.506389,5.24,,0.6,G1V,1.336,0.645,0.091,false
1011,,,,,,20809,38768,,50.805,49.213333,5.29,,-0.07,B5V,0.022,-0.02,,false
1012, 62    Ari,62,,,Ari,20825,75892,,50.549583,27.6075,5.52,,1.1,G5III,0.009,-0.014,,false
1013,,,,,,20853,168475,,50.188333,-26.606389,6.39,,0.54,F7V,0.043,0.024,,false
1014,,,,,,20888,248776,,49.495833,-66.926944,6.05,,0.13,A3V,0.055,0.007,,false
1015, 63Tau2Ari,63,Tau,2,Ari,20893,75899,,50.688333,20.741944,5.09,,1.24,K3III,-0.044,-0.022,0.008,false
1016,,,,,,20894,168482,,50.35,-23.635278,5.52,,0.88,G6.5IIbCN-1Hdel -1,-0.021,-0.029,,false
1017, 33Alp Per,33,Alp,,Per,20902,38787,1125,51.080833,49.861111,1.79,,0.48,F5Ib,0.024,-0.025,0.016,false
1018,,,,,,20980,168493,,50.567917,-25.587778,6.35,,0.01,A0V,0.009,-0.002,,false
1019,,,,,,20995,56419,,51.12375,33.535833,5.61,R,-0.03,A0V,0.038,-0.028,,false
1020,,,,,,21004,24024,,51.451667,53.921667,6.51,,0.29,A9III-IV,0.088,-0.03,,false
1021,,,,,,21011,216278,,50.38875,-47.776944,6.39,,1.0,K0III,-0.002,-0.023,,false
1022, 64    Ari,64,,,Ari,21017,75912,,51.077083,24.724167,5.5,,1.19,gK4,0.015,-0.05,,false
1023,,,,,,21018,111161,Var?,50.912917,4.881944,6.38,,0.86,G5III,0.006,-0.008,,false
1024,,,,,,21019,130457,,50.824167,-7.794167,6.2,,0.7,G2V,0.01,-0.222,0.034,false
1025,   Iot Hyi,,Iot,,Hyi,21024,255973,,48.99,-77.388333,5.52,,0.44,F4III,0.109,0.061,,false
1026,,,,,,21038,38809,,51.289167,41.257222,6.51,,,A0V,-0.005,0.001,,false
1027, 65    Ari,65,,,Ari,21050,75915,,51.10875,20.803611,6.08,,-0.04,A1V,-0.002,-0.006,,false
1028,,,,,,21051,93416,,51.042083,12.629444,6.04,,1.23,K0III-IV,0.028,-0.021,,false
1029,,,,,,21071,38817,,51.489167,49.120833,6.09,,-0.07,B7V,0.026,-0.022,,false
1030,  1Omi Tau,1,Omi,,Tau,21120,111172,1134,51.203333,9.028889,3.6,,0.89,G6IIIFe-1,-0.066,-0.078,0.016,false
1031,,,,,,21149,194268,,50.935833,-32.707222,6.5,,1.37,K3III,0.023,-0.005,,false
1032,,,,,,21179,4917,,52.58125,71.863889,6.32,,1.8,M2III,0.01,0.005,,false
1033,,,,,,21203,12770,,52.098333,60.255556,6.49,,0.02,B9V+A1,0.018,-0.021,0.006,false
1034,,,,,,21278,38849,,52.012917,49.062778,4.98,,-0.09,B5V,0.024,-0.028,,false
1035,,,,,,21291,24054,1152,52.267083,59.940278,4.21,,0.41,B9Ia,-0.003,-0.004,,false
1036,,,,,,21335,93436,,51.763333,18.756389,6.57,,0.15,A3Vnp,0.043,-0.006,,false
1037,,,,,,21362,38862,,52.218333,49.848333,5.58,,-0.04,B6Vn,0.028,-0.026,,false
1038,  2Xi  Tau,2,Xi,,Tau,21364,111195,,51.7925,9.732778,3.74,,-0.09,B9Vn,0.06,-0.039,-0.017,false
1039,,,,,,21379,93439,,51.827917,12.735,6.28,,-0.02,A0V s,0.007,-0.019,,false
1040,,,,,,21389,24061,,52.47875,58.878611,4.54,,0.56,A0Ia,0.006,-0.002,,false
1041,,,,,,21402,56475,,52.086667,33.8075,5.61,R,0.02,A2V,0.037,-0.057,,false
1042,   Chi1For,,Chi,1,For,21423,194289,1142,51.4825,-35.920833,6.39,,0.08,A1IV,0.029,-0.007,,false
1043,,,,,,21427,24062,1158,52.547083,59.366111,6.13,,0.08,A2V,0.036,-0.047,0.004,false
1044, 34    Per,34,,,Per,21428,38872,,52.342083,49.508889,4.67,,-0.09,B3V,0.026,-0.027,0.018,false
1045,,,,,,21430,168544,,51.59375,-27.3175,5.93,,0.94,G5III,0.008,0.049,,false
1046,,,,,,21447,24064,1159,52.500833,55.451944,5.09,,0.05,A1V,-0.046,-0.009,0.025,false
1047,,,,,,21455,38874,,52.359167,46.937778,6.24,,0.13,B7V,0.018,-0.035,,false
1048, 66    Ari,66,,,Ari,21467,75945,,52.110833,22.804167,6.03,,0.95,K0IV,-0.001,-0.104,,false
1049,,,,,,21473,216316,,51.54875,-41.636944,6.32,,0.06,A0V,0.015,0.027,,false
1050,,,,,,21530,148972,,52.004167,-11.286667,5.73,,1.1,K2III,0.002,-0.049,,false
1051,,,,,,21551,38893,,52.654167,48.103611,5.82,,-0.04,B8V,0.032,-0.029,,false
